pathway	description	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S5	S51	S52	S53	S54	S55	S6	S7	S8	S9
PWY0-1533	methylphosphonate degradation I	3663.2356	2662.4978	12350.082	7272.7287	3384.7859999999996	2603.7764	3504.7632	3483.4596	3231.3159	3118.4197	1275.0299	4605.7067	3785.6971	4515.4321	1571.126	3217.7198	976.8154	2387.9509	4357.3461	5843.3912	3470.6595	1628.9217	4192.8243	2649.3352	5837.9714	2248.7158	2964.4218	4821.1293	4790.1934	3694.1092	2451.4341	7642.2269	4073.783	7992.1634	11400.7108	4163.8595	3810.1441	2660.3551	1269.526	2638.7171	4339.7845	4766.6594	4664.1938	4580.3598	1078.5578	3981.6712	2413.9686	8694.1394	830.8717
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	13806.0937	15667.7962	40751.2441	40919.2474	20931.3994	33449.0631	25008.9579	31592.9749	19875.4671	21058.3015	20145.8064	21385.956000000002	19647.3905	23256.0907	58995.0879	26622.647	59934.079000000005	16751.7677	31409.5119	20014.612	27013.3814	39368.1352	26497.2561	30384.2591	27697.5828	23601.3151	20683.8088	29958.0439	35523.0134	16908.6667	21870.6489	32624.842	24636.652000000002	25236.5837	26330.9697	18337.0821	20705.4375	34793.7071	21742.6608	17342.3611	29476.1665	27478.3251	23827.6458	12472.2119	20066.6582	25915.8685	25677.857999999997	19739.5519	14020.3381
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	26381.0049	26959.4619	44305.5344	38765.0606	40168.6484	45409.1857	46360.4159	42384.1736	32965.0816	43704.6776	43148.4745	39116.3505	62782.3536	34456.1139	34524.8262	35926.3667	23025.2279	47928.9084	36711.6624	42229.2021	40832.852999999996	42751.7923	45749.8124	45417.7263	43760.2763	41006.8456	27508.0585	38362.7531	42554.0079	33220.5701	41598.7801	39900.6994	34330.3393	51871.3346	36631.0816	49393.6703	41857.4514	41966.004	46155.3582	27254.6726	27130.2574	39443.3159	40936.9683	36768.4759	42417.7643	49940.0247	44155.8711	42640.2388	21612.1899
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	20105.5826	24216.0157	37349.0279	32128.028	25033.1384	32539.4458	36420.2951	31784.9968	24622.4769	32732.6171	28838.6067	27028.8356	31050.1835	26427.9999	29330.2813	31741.3989	20666.1662	33150.4498	31279.3959	30745.8468	33397.9313	36316.8865	39970.2589	33183.042	34133.003	29561.7449	23225.6389	32953.301	34666.164	26474.6742	27436.8713	33032.0627	29072.8499	37068.8331	31213.1554	33921.5138	32536.3794	24930.2434	31025.6736	22672.0085	23767.153	31910.8351	33225.4358	21812.4888	29031.0999	38206.5227	31406.1695	29673.7207	15886.6327
PWY0-321	phenylacetate degradation I (aerobic)	503.7642	533.5928	2734.9608	2124.6641	361.1345	777.4659	657.4631	1116.3441	977.4645	3139.0112	268.5224	602.3728	288.3474	245.5807	459.9358	1354.0396	212.7166	819.4679	1392.4184	967.9842	967.9683	487.5752	3920.5742	576.7339	2397.5558	443.6329	838.1666	1098.5394	4827.8078	496.0094	420.7698	1453.8385	1087.4906	1406.9002	1732.8495	1737.1343	239.2538	428.4324	152.0682	592.5025	275.6922	752.1927	1373.4026	677.6011	703.1422	3790.8258	816.908	510.63	292.3396
PWY0-41	allantoin degradation IV (anaerobic)	575.4173	1187.9515	1419.0001	597.783	1868.1114	721.0071	2111.4765	1124.2259	1373.3344	513.8048	211.28900000000002	1949.0494	1016.4828	2495.8646	773.1343	582.7786	269.9441	778.1447	1174.5816	2789.8819	1192.6588	425.9298	985.5634	388.8949	1434.9734	1320.5676	1321.1487	2893.7253	733.6742	1494.8661	756.1394	1755.9475	948.2843	1526.576	5610.6777	1278.4266	735.0412	972.0422	657.3032	828.7589999999999	2789.4999	2873.1908	963.8779	745.8179	332.8981	589.5983	355.8379	4932.3316	409.0225
PWY0-42	2-methylcitrate cycle I	1195.4018	1569.9155	5848.3277	3823.4516	2645.7623	4792.3013	2624.6887	4688.6695	2932.3574	4840.0777	549.9952	2341.9638	1794.5503	2253.0937	1367.9444	2697.915	543.3516	1653.9738	2879.9366	3634.1129	3987.6668	903.2068	6338.1434	907.1591	5795.2764	5754.9623	2309.1028	3679.4839	7465.313	1936.5453	1409.3091	3851.2275	2727.0439	4393.4088	7447.5947	3010.0192	642.4315	1782.385	1084.5916	1495.1346	2704.5172	2984.5253	2873.5118	1484.0053	1463.7427	5076.6599	1064.406	3715.9326	730.1199
PWY0-781	aspartate superpathway	18555.275	20318.0012	34963.0144	34382.0105	17930.893	38251.2357	29992.6121	35727.9291	22597.1963	28829.9264	13976.2896	23177.2982	18370.7899	20981.423	37395.1049	31849.9033	30316.0815	25303.9799	28403.3891	24234.2447	28726.351000000002	39468.1487	32502.5643	24289.9842	32857.6203	24177.1271	21688.2466	27745.85	33965.4585	22058.1756	19475.4795	30710.793999999998	27255.82	28927.638	27895.2188	25969.0566	27535.005	17483.0679	18991.2105	20927.8641	19121.9707	24140.2953	30201.9866	15807.8956	18025.1354	32904.7988	23450.03	22450.8999	12745.2999
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	11974.2863	14114.9777	22471.3078	16812.3848	24164.773999999998	23668.696	25872.7672	22746.9924	16043.7181	24973.1567	22551.1745	21293.3291	28427.9727	19758.855	8724.4042	15702.3687	7215.4336	22717.6254	16630.01	24592.43	14179.69	7395.6271	25116.7959	16146.1798	19947.3786	24713.6292	12893.1354	19713.3226	20808.1754	17416.1876	23502.7998	19649.5837	15811.3182	27789.1177	20523.2261	25374.4609	20434.6278	18473.411	23276.7463	8469.7255	12852.6071	17728.0148	20421.2901	16527.8855	23636.3065	26012.7007	15092.2835	25601.762000000002	5805.7872
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	20246.7192	19695.7871	44841.9772	33618.2846	28669.6362	58296.7515	40528.4675	48691.1316	21979.0152	40511.0308	23306.3766	41053.4409	19439.6856	32211.8888	15465.3076	23206.8851	25562.7453	60366.4792	32243.7003	33651.2236	29438.542999999998	12342.9588	35956.8778	35359.709	30398.347999999998	31540.5892	22304.4973	35925.9224	30640.5099	24571.8155	43532.1757	35979.7335	25846.1499	36729.3217	38897.7483	56427.7344	30921.439	21583.9145	33318.592000000004	30684.5056	21570.5482	37626.4848	36316.4884	45179.7057	31282.0363	54441.1723	46347.4902	33282.3079	9717.1618
PWY1G-0	mycothiol biosynthesis	135.6689	239.9153	231.9658	918.3389999999999	156.93	1424.2544	268.8646	1120.0586	438.599	3349.4196	125.6924	309.4014	168.40900000000002	229.468	149.8494	1436.3947	97.1482	322.4585	549.7462	503.8867	414.7539	119.6698	4124.8163	287.6664	2002.9842	295.7005	956.8815	453.1057	4716.8049	130.9681	344.4316	268.0878	748.591	283.5174	168.5559	1291.3524	79.4427	150.6253	74.4085	118.8251	165.7089	158.8967	1318.8982	203.9659	21.8671	3168.1095	263.3347	127.4965	131.77100000000002
PWY490-3	nitrate reduction VI (assimilatory)	5103.1022	3141.5082	2669.0159	3319.1092	2651.9479	2344.7234	2173.4685	2519.7947	11115.5813	3577.3105	6774.4519	4329.3628	3610.8416	6695.2632	1035.2483	3342.868	14147.536	5205.1375	4304.6104	3982.2632	9846.8787	1038.1577	4132.7057	8350.7451	4630.3543	2743.8331	4062.7156	2195.2484	6308.4033	4832.1222	3268.9467	3565.4912	3762.506	2940.8594	11397.2021	2851.011	7853.1605	22823.9863	5802.2322	6612.4929	17455.3251	2049.269	3789.2836	4071.9973	6258.4029	4903.8546	7184.0601	4358.2838	2897.2222
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	27994.9466	36267.9776	45489.2699	48632.9428	29516.4656	43807.2141	44071.0282	41970.0459	34570.1569	42606.733	34881.5444	38400.3454	33864.5511	38148.8006	51335.4688	50470.2886	46510.5652	41897.4148	42036.8365	37900.5516	47744.4266	47958.7285	53518.0025	47308.91099999999	48413.515999999996	37403.2055	34530.9097	43967.636	49475.9651	37136.5763	35627.4769	41906.5655	40509.9378	40676.1112	39844.4882	37359.1697	49987.6194	36784.4512	42019.8639	35033.2471	37114.8726	38474.7341	46353.3872	24376.4313	35512.3718	47948.2661	40895.8156	37486.5875	21102.7116
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	27994.9466	36267.9776	45489.2699	48632.9428	29516.4656	43807.2141	44071.0282	41970.0459	34570.1569	42606.733	34881.5444	38400.3454	33864.5511	38148.8006	51335.4688	50470.2886	46510.5652	41897.4148	42036.8365	37900.5516	47744.4266	47958.7285	53518.0025	47308.91099999999	48413.515999999996	37403.2055	34530.9097	43967.636	49475.9651	37136.5763	35627.4769	41906.5655	40509.9378	40676.1112	39844.4882	37359.1697	49987.6194	36784.4512	42019.8639	35033.2471	37114.8726	38474.7341	46353.3872	24376.4313	35512.3718	47948.2661	40895.8156	37486.5875	21102.7116
PWYG-321	mycolate biosynthesis	22031.3205	21725.7508	47894.8239	36539.2473	31180.6503	61311.7639	42869.0471	51576.7716	24128.0452	44558.954000000005	26196.2567	44411.7616	22231.3996	35179.8473	17104.0422	26027.8704	25674.4197	63554.0598	34723.5175	36694.3076	31814.9511	13636.8129	39893.4688	39082.6354	34453.7407	34250.087	24589.6027	38366.8367	34370.9956	27015.0579	47154.1639	38585.8414	28210.9137	39509.3111	41043.9935	59910.6103	34491.2261	24068.3193	36976.4827	31476.6589	23457.1982	39610.2324	39838.4551	47775.6053	34430.607	58592.5066	49739.7719	36537.8196	10884.292
PYRIDNUCSAL-PWY	NAD salvage pathway I	24325.002999999997	22226.5773	28055.984	33183.9543	34541.0411	32895.68	35375.7026	30225.7495	23346.2448	34992.8052	39231.6405	34291.8609	53716.9137	29743.8041	16567.1657	36364.6612	20647.8596	41090.3281	24244.9426	32947.9537	29157.4492	19216.8554	32983.5261	42700.0553	33507.8749	34366.4443	21830.2299	25935.6992	30621.2399	27794.3377	36452.3234	27058.9167	29475.7321	40368.5888	23056.8249	38939.5002	39465.4248	26571.9736	43428.5403	29830.3617	21071.4224	24777.0253	32522.2197	30704.6655	36530.7186	38849.6949	40396.1797	35342.2874	19196.2934
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	24273.682999999997	26525.0329	27992.916	32124.7963	33456.5162	34196.2851	33198.5901	30954.882	26517.8315	34197.0151	39222.5284	34314.1885	52980.8156	31917.6034	19052.7123	38202.1321	25187.2692	41066.1934	21865.0014	32331.368	28636.8111	22996.438	35340.1584	41288.0095	33169.2986	31072.5995	22614.3547	22067.322999999997	28759.8801	29414.7565	36511.2366	26043.8155	30193.4309	39819.0109	28784.8841	39033.6589	41218.4757	34224.6836	43551.1913	31028.0222	28193.27	23405.5576	34239.4559	31375.7842	37256.2446	38026.9607	39398.613	35100.3619	18542.0844
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	9879.1083	10888.6979	19185.0818	12794.0897	24473.1418	28230.1769	21951.6158	24301.8093	14339.1357	22942.9881	20186.9107	18216.1636	33150.6485	16272.2609	5808.3358	11304.7707	4981.4051	20052.4062	12635.0135	22666.4995	11405.8554	4784.076	21166.162	13055.8097	16841.0476	22859.4103	10072.4888	14895.3821	16979.4121	14553.2244	21066.15	16040.9154	12319.6481	28957.3417	17131.9947	24325.0083	16343.1412	20980.7738	19926.0951	6490.7067	9882.3058	14553.0645	16823.7976	15189.5805	22122.8109	23681.8342	12371.1642	22723.6107	4848.4844
REDCITCYC	TCA cycle VIII (helicobacter)	7251.6451	7941.7695	19154.1686	21348.6396	7645.9838	51018.0185	11755.2023	43672.1982	17544.9582	36153.2902	7295.5184	12170.5583	7776.5592	7923.9092	8474.4726	21442.8453	4103.6183	14728.4133	17090.2387	15361.4593	22827.6453	5230.3596	37764.9143	12649.3024	34859.1379	11724.3684	14297.5222	13214.5593	40613.9709	8839.2972	10567.5449	13439.6822	15529.3726	13945.5732	17176.1177	23776.252	9350.3146	7436.2649	7718.0192	7674.2639	8552.8251	12155.5335	19927.429	12793.2714	16910.0961	38141.5691	13037.9292	11064.6998	5396.32
RHAMCAT-PWY	L-rhamnose degradation I	12032.1792	9586.199	17071.0259	10129.3106	18678.4432	12695.9073	15728.452	8828.9305	6631.7192	18981.7672	17124.4463	26390.5778	16561.6047	22586.5944	4996.8903	6776.3089	4412.6296	29001.1179	9210.4754	16277.4114	8608.9195	3993.547	8811.8086	20269.717	7715.56	14870.7166	9352.9905	8855.5959	5969.0712	12933.4486	28552.5154	14166.3167	8405.4187	15153.2391	14827.1193	24925.1596	22320.0229	9955.2038	23264.2043	7673.5786	10177.5273	20046.514	16741.3515	22978.8189	16901.752	21264.9958	22548.5236	19390.5328	5235.9079
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	27140.2111	32004.3438	39143.7281	37928.8049	37613.7523	42175.2347	39817.7872	39212.7849	30586.3389	41345.5683	39447.9574	37270.2197	55119.9724	35422.9458	45431.8105	47039.8799	45334.0604	45444.2626	31928.1455	37170.4812	36913.947	48122.4428	47041.6169	42047.2073	37578.2398	36694.4397	27238.0568	31431.8664	38726.0393	34037.4215	39084.8707	34821.6961	36968.0957	46307.9537	34953.2844	44547.291	42268.8674	35628.8597	44187.5107	34804.6055	32852.452000000005	31430.7683	40094.5905	34698.8984	40027.4121	46590.6989	40902.8135	37208.6434	18657.5528
RUMP-PWY	formaldehyde oxidation I	9889.49	3961.0165	7811.7934	7180.5642	6774.6877	5020.1798	8153.7552	5732.0137	4528.0891	4845.3229	3535.2662	8604.3281	12787.1149	8835.2715	3112.0086	6662.9676	2304.6039	4206.6739	5616.7729	4408.7991	3476.5631	3147.6816	4262.2568	4985.1273	7563.7517	4468.7978	5100.1197	4071.5496	7310.4593	7150.8436	3810.2877	7458.0123	6212.1278	7452.4627	4479.7109	4847.49	9911.1375	5339.1867	3269.9303	3519.8731	3840.1979	4088.0528	7036.8462	2469.7023	1322.4661	5319.0438	6777.3564	6517.4276	2087.0265
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	17205.875	10152.1557	30549.4936	26583.7235	20406.3588	19252.1243	16857.2517	20400.106	16864.7185	14934.6987	8535.0635	16745.8259	21934.8198	15612.3329	9988.9882	17281.8171	6615.7983	12730.3029	17583.8835	19920.0317	16836.6453	7613.8979	19402.9425	13696.7703	28731.3611	24910.9128	13718.6095	19067.1985	23695.7522	19227.1496	10396.5442	23131.4472	16583.9753	24481.1413	31657.1471	19033.0583	20003.301	15314.2131	12137.258	10879.2517	16174.7779	17016.1729	19326.5295	12926.6923	14169.0752	17597.1159	13409.0321	26997.9748	6687.5291
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	28368.4418	31748.9711	36425.0525	41282.1789	37899.727999999996	44820.6199	40873.4971	41458.9043	32767.8085	43033.3787	45101.8777	37706.5213	58778.8438	33660.3245	34877.4732	43764.2574	29476.3688	46077.9532	32315.2874	37267.1596	35377.5419	37178.9572	50018.3387	50236.0386	41946.8363	38738.2558	26909.732999999997	32146.7803	43697.8041	32741.493	39083.297	33866.9014	35411.1705	45364.6413	31908.3451	44804.5435	43717.4872	40895.6652	46289.1256	31984.857000000004	29095.5511	30148.9954	41216.7271	34543.4779	41706.256	49430.7782	46055.7478	40049.3445	22051.7439
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	5944.969	6758.7727	21074.2184	15094.2002	10991.5477	31172.2197	12019.9767	23719.4967	13984.8496	18203.9457	9174.8071	11115.5852	7415.8703	8775.01	4327.0146	9538.1034	5274.9559	12243.6838	10766.2952	16890.1644	13643.1485	3344.0132	19180.8041	10829.7064	19719.6824	15055.3215	8757.4264	9233.4216	22313.4221	9036.8717	8923.345	14305.1716	9868.4364	16336.8395	18148.4394	16053.7919	12992.3296	22833.7166	6361.8766	7613.9639	8118.9235	14220.0122	13252.0557	9923.4533	8953.5876	20568.3807	9619.2173	15751.7365	5650.8344
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	16.6212	74.6049	283.0819	144.3059	168.2564	1834.558	452.9171	876.5064	612.4624	522.0878	165.6166	326.1505	228.7872	133.8446	284.3991	420.7251	0.0	325.797	109.6184	448.0125	114.5559	49.7935	228.3288	0.0	1227.0136	144.2043	137.1556	161.6983	188.8759	91.9243	587.6974	473.0684	232.5172	485.2284	302.5134	511.024	0.0	198.7512	103.9814	79.5685	122.5455	89.6933	126.7205	244.9855	64.7257	197.6466	86.9689	141.7762	226.7337
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	10553.9006	11758.6975	28377.1536	23845.889	18275.7277	37924.325	19825.8209	31217.7654	20290.9046	27477.3531	16169.4884	18712.5921	14198.7852	15132.0178	8321.5894	16943.3068	9638.0634	20968.1539	17238.2814	24515.5163	20641.8666	6723.6892	28454.7713	19002.3473	28623.8951	23020.5462	14190.5066	15486.7867	31126.1889	15167.085	15972.6645	21411.3034	16552.8591	25187.7485	23431.2967	25058.0023	21535.2229	29047.4916	12269.5216	13166.4022	13166.3285	20435.2785	21383.2099	16597.7794	15871.546	30784.5302	17106.8866	23937.5706	9217.4254
TCA	TCA cycle I (prokaryotic)	22908.0289	21188.767999999996	35978.2536	33102.6293	34636.8995	48178.2913	33700.2195	41316.3548	27732.1079	43354.1236	37484.0855	38866.628	38392.4612	32784.6239	21305.6131	33785.4012	17048.0291	42033.6599	27292.5842	37124.9172	28676.5834	23615.485	39286.7891	35962.8221	41438.8428	37649.9328	22630.908	26204.5814	38047.9056	27185.3251	40929.7502	31529.1521	29343.0471	39069.9225	29968.8262	44589.72900000001	35061.8804	33576.5184	42432.4031	23767.0896	21058.4293	26236.2653	34959.0513	31951.3908	36514.975	46314.9434	35945.3898	39752.2837	13630.4985
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	3892.7341	5852.8706	23454.3868	16353.9622	5809.1372	28214.3609	8850.5493	24366.3107	10861.5156	16023.0197	2562.6807	9058.4916	4674.8616	7524.6685	5504.2024	11117.1299	1850.0642	6912.4117	11589.6092	11870.1275	11588.2794	4238.6809	19044.554	3790.5148	20689.4708	7809.9713	8214.0325	11435.1996	21827.1629	6410.7279	6564.4798	15416.7531	10655.1145	16350.7246	19464.3174	12815.7273	2438.8125	5439.2449	3677.4579	6572.2707	8058.5822	11445.1286	12642.8576	6396.7959	8229.1132	17669.9883	5001.7055	11460.8722	2936.2347
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	5300.6495	3635.364	10355.443000000001	11125.6475	3155.3981	3269.7485	10020.1139	4741.1301	3655.1709	4414.7554	2798.0909	4283.1056	5845.7012	3861.1128	2595.951	6142.6377	1529.5523	3080.5493	6896.0773	4756.1834	3799.2577	3704.87	5775.8792	5265.5611	10125.3256	3283.8996	4421.7661	6572.2273	8478.5625	4290.3776	2464.9651	8618.2464	6054.8021	6161.0342	4788.3045	4453.3137	4857.4281	3139.684	3682.6358	3806.9668	3243.824	4038.1046	6834.513000000001	2994.9008	1843.7264	5236.036	6504.3807	5202.0515	2396.9182
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	22161.1444	24301.5201	29510.9132	27231.7567	36118.7968	37923.0291	34512.0773	33310.4852	26119.9909	38229.5186	33822.9298	34294.8183	45249.9066	30481.5136	18829.8009	35595.3021	21451.8585	43518.4247	24299.0602	34968.8871	29918.6178	24048.2973	37877.401	34767.5676	31004.3728	33874.753	20596.3036	24258.8259	30228.4111	27280.6138	38067.9497	26878.7483	28925.7778	40258.628	28036.4665	43736.0065	32201.4098	33945.212	40601.953	27866.8275	26977.6493	25206.8047	32195.4559	35581.4721	37066.2388	43081.9234	34850.3129	35535.9873	14455.7395
THREOCAT-PWY	superpathway of L-threonine metabolism	482.0524	730.5244	3940.8393	2203.7358	321.8318	737.096	525.0268	1165.0447	1257.5012	723.2360000000001	291.6436	887.8216	428.0748	293.4174	457.5341	917.4034	176.8791	938.6136	1462.7929	1166.6985	1151.7830000000001	580.1437	1231.2032	384.37199999999996	2087.374	280.2318	497.3169	1063.6954	1457.4787	536.1861	758.7121	1982.3626	1250.1314	2324.9829999999997	3203.1403	1196.9668	274.6429	573.3314	259.9194	751.9562	440.3138	1151.277	1136.9874	839.568	1267.8459	1190.5504	528.1947	772.5239	361.4079
THRESYN-PWY	superpathway of L-threonine biosynthesis	31393.6904	37213.0432	46594.3696	48158.6392	39266.6779	51810.9439	46469.7778	46823.0392	34911.6002	46010.3871	44531.2756	46747.1925	48866.818	42239.0513	55545.5025	47291.5403	48563.1086	55920.5884	40071.5959	42110.6024	44134.5731	56634.9988	50002.2155	55443.9234	47211.4366	42673.1895	33033.5116	38838.6606	42968.889	39318.4514	47565.3895	43230.1546	40368.1158	47734.4842	40957.0197	50489.9218	53787.8766	40611.4137	52056.6808	36452.8415	38401.3084	36205.3537	47844.9855	39430.8102	44665.3384	53613.9587	52737.8706	45014.6851	22622.2645
TRNA-CHARGING-PWY	tRNA charging	31859.0584	36467.5982	44114.4815	46347.1194	40279.0226	44030.4961	48718.8715	42369.2998	34915.3587	43167.2883	45131.9142	41816.068	59685.7017	40154.1429	53259.8535	53070.4769	50017.3664	50025.231	40080.7111	42442.4994	46796.6475	53260.3782	50481.4314	52227.6788	44623.7202	42066.0092	32898.6725	41346.584	43351.0483	38994.1435	42436.2573	41465.2768	42840.4149	50546.7353	38937.8995	46915.1611	51666.7561	38977.0052	51916.9341	40596.0011	37528.6132	38490.2404	45659.9898	35143.5191	44926.6489	49570.3205	48546.5361	43092.0735	24280.7919
TRPSYN-PWY	L-tryptophan biosynthesis	22127.9243	19693.2255	32886.3984	33494.6172	36646.8394	40778.9728	37506.573	35892.1376	25438.7037	41071.0758	36126.3883	35190.1581	58602.5313	28221.9914	37087.4889	25904.7772	34181.8427	40504.0312	27113.0092	35418.7174	24036.17	38546.7117	35838.928	37892.3678	35863.3462	36612.2203	21383.9771	26838.6321	35889.3459	26666.9463	38813.7825	30595.2946	25117.1206	44235.6296	25312.0942	43410.0718	33379.3076	37153.7476	39862.1724	20014.0851	18956.2037	25879.6321	32494.0308	32224.0258	34946.2843	43084.5409	37558.6059	37352.0576	11840.8761
TYRFUMCAT-PWY	L-tyrosine degradation I	727.4994	985.4858	3015.9137	2670.6209999999996	814.1629	8097.5138	1447.2728	8312.1722	3554.6251	5731.414000000001	768.1312	1401.8098	1082.7647	976.809	1007.8307	2783.2037	379.9519	1846.9875	2526.0239	1793.6222	3519.745	562.3532	7455.1467	845.0006	7485.3899	1308.1539	1845.9351	1544.4182	8068.7307	1587.4163	1405.8927	2551.4429999999998	2109.3266	2704.4512	2606.6228	3708.5690000000004	503.6217	1718.9106	799.2912	981.4001	784.9294	1205.3344	2414.2091	1930.161	2982.1536	6111.1927	1197.6382	754.4719	986.3757
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	3576.0893	3813.6774	16983.7196	10497.0336	5447.1387	21463.8724	6754.939	18351.8677	9505.4169	9392.8666	2437.4339999999997	5798.6519	4688.1583	4559.704000000001	4390.3297	7230.3541	2043.4284	5495.2123	7979.3332	7848.0186	8197.6502	3308.8842	11362.441	4397.8168	15780.9631	9833.5099	5089.8201	7886.2434	12993.7637	5263.888000000001	4531.8995	10936.2374	7090.255	11638.7487	13883.3973	8706.1124	2964.4825	6541.1585	3103.6829	4235.5074	5102.5591	8342.309000000001	7332.2572	5149.8478	5617.3786	10674.0007	3850.4434	7496.4013	2461.5145
